20.00,22.00,23.00,24.00,24.00,24.00,23.00,23.00,22.00,1.80,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,0.56,0.33,0.30,0.27,0.26,0.25,0.24,0.24,0.33,0.16,0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.08,4.30,2.80,2.10,2.10,2.00,1.70,1.70,1.70,1.60,14.00,7.00,4.50,3.60,3.90,4.40,4.20,5.60,7.90,18.00,9.80,6.60,5.70,5.90,6.10,5.90,7.40,9.50,42.00,56.00,61.00,62.00,65.00,65.00,61.00,57.00,53.00,29.00,43.00,52.00,48.00,37.00,32.00,36.00,36.00,36.00,21.00,32.00,30.00,36.00,26.00,21.00,19.00,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,38.00,41.00,38.00,38.00,41.00,43.00,46.00,49.00,1.90,4.10,2.90,2.20,2.80,2.60,2.80,3.40,2.10,1.90,1.80,1.80,1.80,1.80,1.80,1.70,1.80,1.80,292.00,305.00,312.00,313.00,304.00,312.00,310.00,307.00,328.00,293.00,311.00,314.00,305.00,300.00,314.00,317.00,306.00,51.00,1.10,2.00,2.90,3.20,3.20,3.60,3.60,3.10,1.10,0.50,1.30,2.10,2.10,2.10,3.10,2.80,2.10,0.40
22.00,23.00,24.00,24.00,24.00,23.00,23.00,22.00,19.00,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,0.33,0.30,0.27,0.26,0.25,0.24,0.24,0.33,0.40,0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.08,0.12,2.80,2.10,2.10,2.00,1.70,1.70,1.70,1.60,1.60,7.00,4.50,3.60,3.90,4.40,4.20,5.60,7.90,12.00,9.80,6.60,5.70,5.90,6.10,5.90,7.40,9.50,13.00,56.00,61.00,62.00,65.00,65.00,61.00,57.00,53.00,42.00,43.00,52.00,48.00,37.00,32.00,36.00,36.00,36.00,48.00,32.00,30.00,36.00,26.00,21.00,19.00,19.00,19.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,41.00,38.00,38.00,41.00,43.00,46.00,49.00,56.00,4.10,2.90,2.20,2.80,2.60,2.80,3.40,2.10,1.90,1.80,1.80,1.80,1.80,1.80,1.70,1.80,1.80,1.90,305.00,312.00,313.00,304.00,312.00,310.00,307.00,328.00,89.00,311.00,314.00,305.00,300.00,314.00,317.00,306.00,51.00,115.00,2.00,2.90,3.20,3.20,3.60,3.60,3.10,1.10,1.60,1.30,2.10,2.10,2.10,3.10,2.80,2.10,0.40,1.30
23.00,24.00,24.00,24.00,23.00,23.00,22.00,19.00,18.00,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.80,0.30,0.27,0.26,0.25,0.24,0.24,0.33,0.40,0.43,0.05,0.04,0.04,0.04,0.03,0.04,0.08,0.12,0.14,2.10,2.10,2.00,1.70,1.70,1.70,1.60,1.60,1.60,4.50,3.60,3.90,4.40,4.20,5.60,7.90,12.00,14.00,6.60,5.70,5.90,6.10,5.90,7.40,9.50,13.00,16.00,61.00,62.00,65.00,65.00,61.00,57.00,53.00,42.00,34.00,52.00,48.00,37.00,32.00,36.00,36.00,36.00,48.00,61.00,30.00,36.00,26.00,21.00,19.00,19.00,19.00,18.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,38.00,38.00,41.00,43.00,46.00,49.00,56.00,61.00,2.90,2.20,2.80,2.60,2.80,3.40,2.10,1.90,1.80,1.80,1.80,1.80,1.80,1.70,1.80,1.80,1.90,1.90,312.00,313.00,304.00,312.00,310.00,307.00,328.00,89.00,92.00,314.00,305.00,300.00,314.00,317.00,306.00,51.00,115.00,90.00,2.90,3.20,3.20,3.60,3.60,3.10,1.10,1.60,1.30,2.10,2.10,2.10,3.10,2.80,2.10,0.40,1.30,1.00
24.00,24.00,24.00,23.00,23.00,22.00,19.00,18.00,19.00,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.80,1.70,0.27,0.26,0.25,0.24,0.24,0.33,0.40,0.43,0.33,0.04,0.04,0.04,0.03,0.04,0.08,0.12,0.14,0.09,2.10,2.00,1.70,1.70,1.70,1.60,1.60,1.60,1.80,3.60,3.90,4.40,4.20,5.60,7.90,12.00,14.00,10.00,5.70,5.90,6.10,5.90,7.40,9.50,13.00,16.00,12.00,62.00,65.00,65.00,61.00,57.00,53.00,42.00,34.00,43.00,48.00,37.00,32.00,36.00,36.00,36.00,48.00,61.00,61.00,36.00,26.00,21.00,19.00,19.00,19.00,18.00,27.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,38.00,41.00,43.00,46.00,49.00,56.00,61.00,57.00,2.20,2.80,2.60,2.80,3.40,2.10,1.90,1.80,1.70,1.80,1.80,1.80,1.70,1.80,1.80,1.90,1.90,1.80,313.00,304.00,312.00,310.00,307.00,328.00,89.00,92.00,78.00,305.00,300.00,314.00,317.00,306.00,51.00,115.00,90.00,52.00,3.20,3.20,3.60,3.60,3.10,1.10,1.60,1.30,1.10,2.10,2.10,3.10,2.80,2.10,0.40,1.30,1.00,1.10
24.00,24.00,23.00,23.00,22.00,19.00,18.00,19.00,18.00,1.70,1.70,1.70,1.70,1.70,1.70,1.80,1.70,1.80,0.26,0.25,0.24,0.24,0.33,0.40,0.43,0.33,0.51,0.04,0.04,0.03,0.04,0.08,0.12,0.14,0.09,0.20,2.00,1.70,1.70,1.70,1.60,1.60,1.60,1.80,1.80,3.90,4.40,4.20,5.60,7.90,12.00,14.00,10.00,22.00,5.90,6.10,5.90,7.40,9.50,13.00,16.00,12.00,23.00,65.00,65.00,61.00,57.00,53.00,42.00,34.00,43.00,20.00,37.00,32.00,36.00,36.00,36.00,48.00,61.00,61.00,57.00,26.00,21.00,19.00,19.00,19.00,18.00,27.00,37.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,41.00,43.00,46.00,49.00,56.00,61.00,57.00,63.00,2.80,2.60,2.80,3.40,2.10,1.90,1.80,1.70,1.70,1.80,1.80,1.70,1.80,1.80,1.90,1.90,1.80,2.00,304.00,312.00,310.00,307.00,328.00,89.00,92.00,78.00,38.00,300.00,314.00,317.00,306.00,51.00,115.00,90.00,52.00,53.00,3.20,3.60,3.60,3.10,1.10,1.60,1.30,1.10,1.00,2.10,3.10,2.80,2.10,0.40,1.30,1.00,1.10,0.40
24.00,23.00,23.00,22.00,19.00,18.00,19.00,18.00,17.00,1.70,1.70,1.70,1.70,1.70,1.80,1.70,1.80,1.80,0.25,0.24,0.24,0.33,0.40,0.43,0.33,0.51,0.37,0.04,0.03,0.04,0.08,0.12,0.14,0.09,0.20,0.10,1.70,1.70,1.70,1.60,1.60,1.60,1.80,1.80,1.80,4.40,4.20,5.60,7.90,12.00,14.00,10.00,22.00,13.00,6.10,5.90,7.40,9.50,13.00,16.00,12.00,23.00,14.00,65.00,61.00,57.00,53.00,42.00,34.00,43.00,20.00,32.00,32.00,36.00,36.00,36.00,48.00,61.00,61.00,57.00,42.00,21.00,19.00,19.00,19.00,18.00,27.00,37.00,39.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,43.00,46.00,49.00,56.00,61.00,57.00,63.00,64.00,2.60,2.80,3.40,2.10,1.90,1.80,1.70,1.70,1.60,1.80,1.70,1.80,1.80,1.90,1.90,1.80,2.00,1.90,312.00,310.00,307.00,328.00,89.00,92.00,78.00,38.00,80.00,314.00,317.00,306.00,51.00,115.00,90.00,52.00,53.00,53.00,3.60,3.60,3.10,1.10,1.60,1.30,1.10,1.00,0.90,3.10,2.80,2.10,0.40,1.30,1.00,1.10,0.40,0.90
23.00,23.00,22.00,19.00,18.00,19.00,18.00,17.00,19.00,1.70,1.70,1.70,1.70,1.80,1.70,1.80,1.80,1.70,0.24,0.24,0.33,0.40,0.43,0.33,0.51,0.37,0.33,0.03,0.04,0.08,0.12,0.14,0.09,0.20,0.10,0.08,1.70,1.70,1.60,1.60,1.60,1.80,1.80,1.80,1.80,4.20,5.60,7.90,12.00,14.00,10.00,22.00,13.00,9.90,5.90,7.40,9.50,13.00,16.00,12.00,23.00,14.00,12.00,61.00,57.00,53.00,42.00,34.00,43.00,20.00,32.00,40.00,36.00,36.00,36.00,48.00,61.00,61.00,57.00,42.00,43.00,19.00,19.00,19.00,18.00,27.00,37.00,39.00,31.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,46.00,49.00,56.00,61.00,57.00,63.00,64.00,59.00,2.80,3.40,2.10,1.90,1.80,1.70,1.70,1.60,1.70,1.70,1.80,1.80,1.90,1.90,1.80,2.00,1.90,1.80,310.00,307.00,328.00,89.00,92.00,78.00,38.00,80.00,72.00,317.00,306.00,51.00,115.00,90.00,52.00,53.00,53.00,85.00,3.60,3.10,1.10,1.60,1.30,1.10,1.00,0.90,1.30,2.80,2.10,0.40,1.30,1.00,1.10,0.40,0.90,1.10
23.00,22.00,19.00,18.00,19.00,18.00,17.00,19.00,18.00,1.70,1.70,1.70,1.80,1.70,1.80,1.80,1.70,1.70,0.24,0.33,0.40,0.43,0.33,0.51,0.37,0.33,0.30,0.04,0.08,0.12,0.14,0.09,0.20,0.10,0.08,0.08,1.70,1.60,1.60,1.60,1.80,1.80,1.80,1.80,1.90,5.60,7.90,12.00,14.00,10.00,22.00,13.00,9.90,7.10,7.40,9.50,13.00,16.00,12.00,23.00,14.00,12.00,9.00,57.00,53.00,42.00,34.00,43.00,20.00,32.00,40.00,39.00,36.00,36.00,48.00,61.00,61.00,57.00,42.00,43.00,37.00,19.00,19.00,18.00,27.00,37.00,39.00,31.00,25.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,49.00,56.00,61.00,57.00,63.00,64.00,59.00,61.00,3.40,2.10,1.90,1.80,1.70,1.70,1.60,1.70,1.50,1.80,1.80,1.90,1.90,1.80,2.00,1.90,1.80,1.80,307.00,328.00,89.00,92.00,78.00,38.00,80.00,72.00,70.00,306.00,51.00,115.00,90.00,52.00,53.00,53.00,85.00,92.00,3.10,1.10,1.60,1.30,1.10,1.00,0.90,1.30,1.60,2.10,0.40,1.30,1.00,1.10,0.40,0.90,1.10,1.00
22.00,19.00,18.00,19.00,18.00,17.00,19.00,18.00,17.00,1.70,1.70,1.80,1.70,1.80,1.80,1.70,1.70,1.70,0.33,0.40,0.43,0.33,0.51,0.37,0.33,0.30,0.25,0.08,0.12,0.14,0.09,0.20,0.10,0.08,0.08,0.06,1.60,1.60,1.60,1.80,1.80,1.80,1.80,1.90,1.60,7.90,12.00,14.00,10.00,22.00,13.00,9.90,7.10,4.80,9.50,13.00,16.00,12.00,23.00,14.00,12.00,9.00,6.40,53.00,42.00,34.00,43.00,20.00,32.00,40.00,39.00,37.00,36.00,48.00,61.00,61.00,57.00,42.00,43.00,37.00,45.00,19.00,18.00,27.00,37.00,39.00,31.00,25.00,22.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,56.00,61.00,57.00,63.00,64.00,59.00,61.00,66.00,2.10,1.90,1.80,1.70,1.70,1.60,1.70,1.50,1.30,1.80,1.90,1.90,1.80,2.00,1.90,1.80,1.80,1.80,328.00,89.00,92.00,78.00,38.00,80.00,72.00,70.00,89.00,51.00,115.00,90.00,52.00,53.00,53.00,85.00,92.00,71.00,1.10,1.60,1.30,1.10,1.00,0.90,1.30,1.60,1.00,0.40,1.30,1.00,1.10,0.40,0.90,1.10,1.00,1.30
19.00,18.00,19.00,18.00,17.00,19.00,18.00,17.00,18.00,1.70,1.80,1.70,1.80,1.80,1.70,1.70,1.70,1.80,0.40,0.43,0.33,0.51,0.37,0.33,0.30,0.25,0.31,0.12,0.14,0.09,0.20,0.10,0.08,0.08,0.06,0.11,1.60,1.60,1.80,1.80,1.80,1.80,1.90,1.60,1.70,12.00,14.00,10.00,22.00,13.00,9.90,7.10,4.80,8.70,13.00,16.00,12.00,23.00,14.00,12.00,9.00,6.40,10.00,42.00,34.00,43.00,20.00,32.00,40.00,39.00,37.00,28.00,48.00,61.00,61.00,57.00,42.00,43.00,37.00,45.00,30.00,18.00,27.00,37.00,39.00,31.00,25.00,22.00,20.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,61.00,57.00,63.00,64.00,59.00,61.00,66.00,65.00,1.90,1.80,1.70,1.70,1.60,1.70,1.50,1.30,1.40,1.90,1.90,1.80,2.00,1.90,1.80,1.80,1.80,1.90,89.00,92.00,78.00,38.00,80.00,72.00,70.00,89.00,39.00,115.00,90.00,52.00,53.00,53.00,85.00,92.00,71.00,29.00,1.60,1.30,1.10,1.00,0.90,1.30,1.60,1.00,0.90,1.30,1.00,1.10,0.40,0.90,1.10,1.00,1.30,0.50
